path,module,kind,lines,bytes,role_hint,upstream,downstream,reviewed_role,reviewed_interface,status,index_blob
gem5/tests/test-progs/m5-exit/src/Makefile.x86,gem5,build,19,478,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,4ab1b875ece869c24b42c2e033e2d52eea3cdab7
gem5/tests/test-progs/m5-exit/src/m5-exit.c,gem5,source,19,393,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,fc1b35b5502285e7632771cce3987be5c9abc559
gem5/tests/test-progs/threads/bin/x86/linux/threads,gem5,binary/data,0,67485,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,8354fd65bdd617346428e382e0523405031bc613
gem5/tests/test-progs/threads/src/Makefile,gem5,build,3,104,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,e5abfd0f5912af0cde0c428ec503b3c1ba1428d2
gem5/tests/test-progs/threads/src/threads.cpp,gem5,source,118,3652,gem5上游测试、用例配置、基线或测试框架,,,False,False,main-indexed,b844e77b02d2a127f43f134fc57484e5052f4203
gem5/util/Makefile,gem5,build,4,120,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,f7254518bcd17218b5fde5956924c543d8821311
gem5/util/SConscript,gem5,build,31,1618,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,173ae60e39a787853b65af31a3f55d4fbeeae7ef
gem5/util/amdgpu/fs_files/README.md,gem5,documentation,38,1746,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,c0ca3166cdc49cf273beea8fabc6bd9c63dc0553
gem5/util/amdgpu/fs_files/collect_mmio_trace.sh,gem5,source,65,2681,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,17bd23989cb40050ff40079607f5eae28e062a9c
gem5/util/amdgpu/fs_files/dump_gpu_rom.sh,gem5,source,41,1904,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,3735e785cf24d8a82987c94ab40ca8c7b89b21ba
gem5/util/checkpoint-tester.py,gem5,source,156,5341,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,7fffa4bdf5dd633e8852ff73f8720032e419dc30
gem5/util/checkpoint_aggregator.py,gem5,source,183,6289,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,862133085328868b11aa388262eda7d8cbf7d39c
gem5/util/checktrace.sh,gem5,source,36,2041,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,b3f1aeaa2fa34030ff52616fa1cdde6ce54d25e0
gem5/util/cpt_upgrader.py,gem5,source,368,13348,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,92e104fd25c746297519ca37991039c2ffe678c1
gem5/util/cpt_upgraders/arm-ccregs.py,gem5,source,29,987,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,abfbe2d5b3cd2558e5677a525d100b3559588c39
gem5/util/cpt_upgraders/arm-contextidr-el2.py,gem5,source,15,539,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,d016c1a224f31bddea01a86d78f4285a0dfdc159
gem5/util/cpt_upgraders/arm-gem5-gic-ext.py,gem5,source,74,3349,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,4e543a24e0a47755a1cacc19441e4a3773eee3af
gem5/util/cpt_upgraders/arm-gicv2-banked-regs.py,gem5,source,80,3971,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,6438a178d48e31bedcba7531816bfbed49b5bd61
gem5/util/cpt_upgraders/arm-hdlcd-upgrade.py,gem5,source,105,4646,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,87431e8b9f544c80ad1d92233c85be8e11f154f0
gem5/util/cpt_upgraders/arm-miscreg-teehbr.py,gem5,source,18,632,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,656757d0367b9b185897152801e9d5493e9bacc3
gem5/util/cpt_upgraders/arm-sve.py,gem5,source,45,1619,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,c484bae057f15d3d2a67d4bfbc0fecc8f8c406df
gem5/util/cpt_upgraders/arm-sysreg-mapping-ns.py,gem5,source,74,4100,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,c0a76549a0f85c20e41e909f327ee2f4513d008d
gem5/util/cpt_upgraders/armv8.py,gem5,source,320,13566,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,e5453770fa7a99a8c76dcf850ee162192140b5f5
gem5/util/cpt_upgraders/cpu-pid.py,gem5,source,14,333,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,232b9ea49128e04dc292d15642680a929087ea42
gem5/util/cpt_upgraders/dvfs-perflevel.py,gem5,source,16,565,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,e90f4401cc216cba4f0259d38ebc50042a781cad
gem5/util/cpt_upgraders/etherswitch.py,gem5,source,23,1080,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,6f2cc74c8ce53c3c0ac2eb8fc4d131236f698843
gem5/util/cpt_upgraders/globals-to-root.py,gem5,source,15,422,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,73c1f0fc9f2732fbf2411fc37ee2b141adfe8f32
gem5/util/cpt_upgraders/ide-dma-abort.py,gem5,source,9,284,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,86a26446d1d54768b2f4041f033feca999ad0fb7
gem5/util/cpt_upgraders/isa-is-simobject.py,gem5,source,104,2918,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,fa6734cbfa5245687808dc659762e19cb2f6d69e
gem5/util/cpt_upgraders/memory-per-range.py,gem5,source,34,1492,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,24fa0b592ea4a347696f6ab315d8bd827a1df3f5
gem5/util/cpt_upgraders/mempool-sections.py,gem5,source,39,1579,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,55f1d591dc5029a03686d76704b167c4051e8ceb
gem5/util/cpt_upgraders/mempool-to-seworkload.py,gem5,source,33,1109,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,0fc449104ea045b3664978b8046623e276a95397
gem5/util/cpt_upgraders/multiple-event-queues.py,gem5,source,6,131,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,5f270cae0df10f8c76723753220bdeb0976d270e
gem5/util/cpt_upgraders/pci-config-pxcap.py,gem5,source,52,2638,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,ce7b7472f4e24d03201c5a686e5056e182d01f62
gem5/util/cpt_upgraders/process-fdmap-rename.py,gem5,source,35,1123,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,3b8776af314a69ffe8997e6f1eaccd1bc34ce677
gem5/util/cpt_upgraders/register-files.py,gem5,source,81,2643,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,81698b7d2d5fd63886abaf39df9c26e8b7b94b14
gem5/util/cpt_upgraders/remove-arm-cpsr-mode-miscreg.py,gem5,source,15,512,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,66b6cd8bd72961154ab0ea1daf70078343ccbfa9
gem5/util/cpt_upgraders/riscv-dyn-vlen.py,gem5,source,63,3014,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,bac38173e52d1cffb8378cef07eb09edcce9c27c
gem5/util/cpt_upgraders/riscv-hext.py,gem5,source,106,4806,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,0d338f917c9c60d19da6537a505066e1e1efe123
gem5/util/cpt_upgraders/riscv-jvt.py,gem5,source,74,3397,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,91fcbe70391166d0b38ee8158c5d52fbbe2bf739
gem5/util/cpt_upgraders/riscv-pcstate.py,gem5,source,63,2978,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,e2bc951941f41371a76c7ba6a788700296ca5ff5
gem5/util/cpt_upgraders/riscv-senvcfg.py,gem5,source,80,4236,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,f4bff4911e7070c026e3027c0da13aad258ebba4
gem5/util/cpt_upgraders/riscv-smrnmi.py,gem5,source,72,3207,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,7ea1dd02ef8ab6adccdade6f553c63dada3a2770
gem5/util/cpt_upgraders/riscv-vconf.py,gem5,source,76,4053,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,989e7999fcf9ae360439ea69d8df283543a92f4d
gem5/util/cpt_upgraders/riscv-vext.py,gem5,source,101,4478,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,42ed35355970efae8351a0c330e69daf48d32901
gem5/util/cpt_upgraders/ruby-block-size-bytes.py,gem5,source,10,340,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,daa4707abb93d18665abdae92196cf5ca757d614
gem5/util/cpt_upgraders/smt-interrupts.py,gem5,source,19,737,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,0e0e0e963a38947967bab7661cf7e7c753101112
gem5/util/cpt_upgraders/x86-add-tlb.py,gem5,source,19,551,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,49037047314ea5665e27483018349b46b38c6e06
gem5/util/cpt_upgraders/x86-add-xcr0.py,gem5,source,54,2406,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,0e860013c6fa1668ace0dd71c0a6ef13b4a3c4ad
gem5/util/crosstool-ng/aarch64-linux-gnu.defconfig,gem5,text/data,10,192,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,385e4057fece9de47b1085e96c0678b9d68e5fe0
gem5/util/crosstool-ng/arm-linux-gnueabihf.defconfig,gem5,text/data,11,217,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,af6c1e33727ecc533c7b1097202f8f8e35250c09
gem5/util/crosstool-ng/mipsel-linux-gnu.defconfig,gem5,text/data,11,212,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,d457c8040cf0957d17533edd881d19688f1e0ac4
gem5/util/crosstool-ng/powerpc-linux-gnu.defconfig,gem5,text/data,10,202,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,345d24e3a9333203fbfb7251becb41bafc61c041
gem5/util/crosstool-ng/riscv64-unknown-linux-gnu.defconfig,gem5,text/data,11,222,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,2fff658ea036c288af77ceba17a742568849bba7
gem5/util/crosstool-ng/sparc64-linux-gnu.defconfig,gem5,text/data,11,213,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,4a9b3b9eaf0e967a999c5874339e391326a05d8c
gem5/util/cscope-index.py,gem5,source,74,2650,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,6a2497bacfee2fd545dee1a11d8ebc672233ecbe
gem5/util/cxx_config/Makefile,gem5,build,63,2619,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,fa6ea5b81fc6e3d4b7f96b64ec9221c6334f8208
gem5/util/cxx_config/README,gem5,documentation,53,1679,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,50c15bd7b85798c7c2f63fb0abbeb3e6cf308647
gem5/util/cxx_config/main.cc,gem5,source,316,10547,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,dc4435cc6eed2d0747c89c9568c8a2682ece7f2e
gem5/util/cxx_config/stats.cc,gem5,source,118,4111,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,33a58494cc611bb7c6efd8e8abbe7f77375388b5
gem5/util/cxx_config/stats.hh,gem5,source,59,2471,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,34d03e90191d4f0dfe27c7afd35af6c0be1c414a
gem5/util/decode_inst_dep_trace.py,gem5,source,227,8586,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,0ae8e9e71b9e45600cb48603e28a2c8c34f79a40
gem5/util/decode_inst_trace.py,gem5,source,173,5568,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,6aeb5ee3b7d22d64aec9e9ae93ec4db09fba8c23
gem5/util/decode_packet_trace.py,gem5,source,117,4329,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,67febce4111196dcf6f751d07a5a9b29277b601d
gem5/util/diff_config.pl,gem5,source,231,8533,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,0eb9906971397362874214315dd80799d2ab6898
gem5/util/disk-image-validator/README.md,gem5,documentation,155,5295,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,3975248f2a131a392cb177037aa03de77d2c0ebf
gem5/util/disk-image-validator/config_tester.py,gem5,source,389,12250,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,c693631d5c2444b2ab2d8b431b667038c6584573
gem5/util/disk-image-validator/disk-image-validate.py,gem5,source,218,7511,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,f6c333cb2ca533127fe453f459cac53afc88051e
gem5/util/disk-image-validator/gem5-bridge-driver-validate.py,gem5,source,131,4898,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,2043b16d2c411f05a25b6944705e734eb10c322d
gem5/util/disk-image-validator/helper.py,gem5,source,135,5054,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,bbb29eea7b7785560b1d975d6aa0d9959ac878dd
gem5/util/disk-image-validator/run_config_tests.py,gem5,source,171,5401,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,c7aef0139c77d6518f802cb962e2d815a9b66d40
gem5/util/disk-image-validator/test_gem5_bridge.sh,gem5,source,49,1997,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,46ce90a88dc182b4b14a3c00b14da63a26264c38
gem5/util/dist/gem5-dist.sh,gem5,source,388,13079,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,c4649751b773565674004cf8090ad047adca9f56
gem5/util/dist/test/simple_bootscript.rcS,gem5,text/data,104,4186,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,a48e8e7a56e4a57144b31a420e56c148574e4a23
gem5/util/dist/test/test-2nodes-AArch64.sh,gem5,source,77,3772,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,79d03c279b709fb9b1f0e1cec79233b9072e253e
gem5/util/dockerfiles/README.md,gem5,documentation,96,4001,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,6b7a94d21b9f4f9e672dd27dcd00dfd4f01bfdf2
gem5/util/dockerfiles/clang-compiler/Dockerfile,gem5,text/data,17,710,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,8f096902b7622fefec7c839749c89d20b67e7515
gem5/util/dockerfiles/devcontainer/Dockerfile,gem5,text/data,79,3595,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,84fb069283343aaf18ebfed21f44fa5f90a519e2
gem5/util/dockerfiles/docker-bake.hcl,gem5,text/data,308,11444,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,34c282a8f4c829d948a807c9646c69957cb75ba0
gem5/util/dockerfiles/gcc-compiler/Dockerfile,gem5,text/data,17,698,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,8fd5032113574047db59c3685c32739a7198cb31
gem5/util/dockerfiles/gcn-gpu/Dockerfile,gem5,text/data,217,9088,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,c3a98f59534bd278a4c6ec7ebb85d3428ea8ce05
gem5/util/dockerfiles/gcn-gpu/README.md,gem5,documentation,27,1111,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,2c5a21e7df6e8402f4486c5f919c3520f399fe14
gem5/util/dockerfiles/gpu-fs/Dockerfile,gem5,text/data,68,3527,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,bac167ad8f0292f399d5e06e114199f78080e24a
gem5/util/dockerfiles/gpu-fs/README.md,gem5,documentation,33,1566,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,7100555ae97f69183d85d076edd2775d21d94123
gem5/util/dockerfiles/qemu-riscv-env/Dockerfile,gem5,text/data,41,1884,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,db9dcfd900eda7bfa618218ffebb4f2c541a623e
gem5/util/dockerfiles/sst/Dockerfile,gem5,text/data,74,3470,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,05b6a9e440e27abb409836202ff0a5e0dffd315d
gem5/util/dockerfiles/systemc/Dockerfile,gem5,text/data,43,2131,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,04ac51d119296443bae12d6dda610d14b22004b3
gem5/util/dockerfiles/ubuntu-22.04_all-dependencies/Dockerfile,gem5,text/data,49,2519,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,2fec8c5f0f817a8f6fe42f30f2c35017f9acd491
gem5/util/dockerfiles/ubuntu-24.04_all-dependencies/Dockerfile,gem5,text/data,71,2968,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,845c379a1130b8af5a742151088e5eafc7613b31
gem5/util/dockerfiles/ubuntu-24.04_min-dependencies/Dockerfile,gem5,text/data,34,1959,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,8e134014345ea15ddb6702831891185306fd4d18
gem5/util/emacs/m5-c-style.el,gem5,text/data,38,1914,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,15600e1312e50851c363a2c2e4e0588b4ede955a
gem5/util/encode_inst_dep_trace.py,gem5,source,218,8693,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,29aee2b473dd9413132c582ac0b841b85861983d
gem5/util/encode_packet_trace.py,gem5,source,136,5043,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,48d8b58a40955fc0a410dd394520f74ea6ffd066
gem5/util/find_copyrights.py,gem5,source,297,7799,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,fa1d47dd45b3736dcf368ba458f33b6fa9821e17
gem5/util/gdb_funcs.py,gem5,source,167,8479,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,78f5c9f4c903bfbc433ac19be3538afddd867142
gem5/util/gem5-resources-manager/.gitignore,gem5,config,12,153,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,ce625cd44628de159977f9e98432f6de818e6cb1
gem5/util/gem5-resources-manager/README.md,gem5,documentation,216,7691,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,efbbf97b1617323436feb3f9010678596dcbd336
gem5/util/gem5-resources-manager/api/client.py,gem5,source,140,5362,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,f8d5599e0305e2fa17eceab7117c9915212aadbc
gem5/util/gem5-resources-manager/api/create_resources_json.py,gem5,source,332,12793,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,02ec96af8d40403c7ca0838f70f40244f21681d0
gem5/util/gem5-resources-manager/api/json_client.py,gem5,source,221,8494,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,09c652d748749aeddeab8cfd15e0c62f6cf5161d
gem5/util/gem5-resources-manager/api/mongo_client.py,gem5,source,245,9206,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,9a00662c8cd0301cb8e65ac99f2894a3c9385524
gem5/util/gem5-resources-manager/gem5_resource_cli.py,gem5,source,286,8919,gem5上游开发、分析与运行辅助工具,,,False,False,main-indexed,27f10aebe1f515e06de15288af7932fd08e2423f
